obj_id	 | ra	 | dec	 | type	 | Type Ref	 | ZSNID Subtype	 | Discovery Date	 | Discoverer	 | Discovery Ref	 | Host Name	 | Host Type	 | Galaxy Redshift	 | Galaxy Redshift Error | z | zerr	 | Reddening	 | Reddening Error	 
2004ey	 | 327.283	 | 0.444222	 | Ia	 | IAUC 8420	 | Ia-norm	 | 2004-10-14	 | Trondal, Schwartz	 | IAUC 8419	 | UGC 11816	 | SB(rs)c:	 | 0.01579	 | 0.00002	 | 	 | 0	 | 0.13728	 | 0	 
2004ez	 | 163.063	 | 32.9556	 | II	 | IAUC 8420	 | 	 | 2004-10-15	 | Itagaki	 | IAUC 8419	 | NGC 3430	 | SAB(rs)c	 | 0.00529	 | 0	 | 	 | 0	 | 0.02214	 | 0	 
2004F	 | 49.4742	 | -7.29528	 | IIn-pec	 | IAUC 8288	 | 	 | 2004-01-16	 | Lick Observatory Supernova Survey	 | IAUC 8271	 | NGC 1285	 | (R')SB(r)b pec	 | 0.017475	 | 0.000023	 | 	 | 0	 | 0.05456	 | 0	 
2004fa	 | 305.646	 | -29.8224	 | Ia	 | IAUC 8437	 | 	 | 2004-09-05	 | Chen et al.	 | IAUC 8420	 | MCG -05-48-5	 | 	 | 	 | 0	 | 	 | 0	 | 0.08814	 | 0	 
2004fb	 | 303.857	 | -37.5096	 | II	 | IAUC 8433	 | 	 | 2004-10-07	 | Chen et al.	 | IAUC 8420	 | ESO 340-G7	 | S?	 | 0.02035	 | 0.00009	 | 	 | 0	 | 0.06314	 | 0	 
2004fc	 | 27.766	 | -9.70192	 | II	 | IAUC 8432	 | 	 | 2004-10-21	 | Lick Observatory Supernova Survey	 | IAUC 8422	 | NGC 701	 | SB(rs)c;HII    Sbrst	 | 0.00611	 | 0.00002	 | 	 | 0	 | 0.02509	 | 0	 
2004fd	 | 40.8135	 | 32.4238	 | Ia	 | IAUC 8437	 | 	 | 2004-10-21	 | Boles	 | IAUC 8423	 | NGC 1060	 | S0-:	 | 0.01731	 | 0.00007	 | 	 | 0	 | 0.19455	 | 0	 
2004fe	 | 7.54696	 | 2.08986	 | Ic	 | IAUC 8426	 | 	 | 2004-10-30	 | Lick Observatory Supernova Survey	 | IAUC 8425	 | NGC 132	 | SAB(s)bc	 | 0.0179	 | 0.00003	 | 	 | 0	 | 0.02438	 | 0	 
2004ff	 | 74.6925	 | -21.57	 | Ic	 | IAUC 8428	 | 	 | 2004-10-30	 | Lick Observatory Supernova Survey	 | IAUC 8425	 | ESO 552-G40	 | SB(s)ab: pec   LLAGN	 | 0.02265	 | 0.00007	 | 	 | 0	 | 0.03291	 | 0	 
2004fg	 | 356.852	 | 28.3896	 | Ia	 | IAUC 8437	 | 	 | 2004-10-31	 | Lick Observatory Supernova Survey	 | IAUC 8425	 | MCG +05-56-7	 | Sbc	 | 0.03013	 | 0.00002	 | 	 | 0	 | 0.07212	 | 0	 
2004fh	 | 352.113	 | -8.61533	 | Ia	 | IAUC 8427	 | 	 | 2004-10-09	 | ESSENCE (Foley et al.)	 | IAUC 8427	 | SDSS J232826.90-083653.0	 | 	 | 0.2	 | 0	 | 	 | 0	 | 0.02758	 | 0	 
2004fi	 | 352.439	 | -8.91008	 | Ia	 | IAUC 8427	 | 	 | 2004-10-09	 | ESSENCE (Foley et al.)	 | IAUC 8427	 | APMUKS(BJ) B232710.07-091108.8	 | 	 | 0.265	 | 0	 | 	 | 0	 | 0.02895	 | 0	 
2004fj	 | 17.4628	 | 0.455833	 | Ia	 | IAUC 8427	 | 	 | 2004-10-11	 | ESSENCE (Foley et al.)	 | IAUC 8427	 | ESSENCE J010951.07+002721.0	 | 	 | 0.187	 | 0	 | 	 | 0	 | 0.02529	 | 0	 
2004fk	 | 18.3993	 | -0.157667	 | Ia	 | IAUC 8427	 | 	 | 2004-10-11	 | ESSENCE (Foley et al.)	 | IAUC 8427	 | ESSENCE J011335.84-000927.6	 | 	 | 0.296	 | 0	 | 	 | 0	 | 0.02823	 | 0	 
2004fl	 | 351.741	 | -9.62197	 | Ia	 | IAUC 8427	 | 	 | 2004-10-11	 | ESSENCE (Foley et al.)	 | IAUC 8427	 | ESSENCE J232657.92-093719.1	 | 	 | 0.5	 | 0	 | 	 | 0	 | 0.0311	 | 0	 
2004fm	 | 351.742	 | -9.62206	 | Ia	 | IAUC 8427	 | 	 | 2004-10-11	 | ESSENCE (Foley et al.)	 | IAUC 8427	 | ESSENCE J232658.14-093719.4	 | 	 | 0.4	 | 0	 | 	 | 0	 | 0.0311	 | 0	 
2004fn	 | 352.584	 | -9.97519	 | Ia	 | IAUC 8427	 | 	 | 2004-10-11	 | ESSENCE (Foley et al.)	 | IAUC 8427	 | ESSENCE J233020.12-095830.7	 | 	 | 0.605	 | 0	 | 	 | 0	 | 0.02444	 | 0	 
2004fo	 | 18.3707	 | 0.587861	 | Ia	 | IAUC 8427	 | 	 | 2004-10-13	 | ESSENCE (Foley et al.)	 | IAUC 8427	 | ESSENCE J011328.97+003516.3	 | 	 | 0.5	 | 0	 | 	 | 0	 | 0.02855	 | 0	 
2004fp	 | 37.4709	 | -9.02128	 | II	 | IAUC 8427	 | 	 | 2004-10-13	 | ESSENCE (Foley et al.)	 | IAUC 8427	 | ESSENCE J022953.01-090116.6	 | 	 | 0.2	 | 0	 | 	 | 0	 | 0.03378	 | 0	 
2004fq	 | 351.94	 | -8.52022	 | Ia	 | IAUC 8427	 | 	 | 2004-10-13	 | ESSENCE (Foley et al.)	 | IAUC 8427	 | ESSENCE J232745.64-083112.8	 | 	 | 0.5	 | 0	 | 	 | 0	 | 0.02689	 | 0	 
2004fr	 | 37.1824	 | -8.90667	 | Ia	 | IAUC 8427	 | 	 | 2004-10-15	 | ESSENCE (Foley et al.)	 | IAUC 8427	 | SDSS J022843.84-085424.2	 | 	 | 0.202	 | 0	 | 	 | 0	 | 0.02988	 | 0	 
2004fs	 | 37.8331	 | -8.82269	 | Ia	 | IAUC 8427	 | 	 | 2004-10-15	 | ESSENCE (Foley et al.)	 | IAUC 8427	 | ESSENCE J023119.95-084921.7	 | 	 | 0.5	 | 0	 | 	 | 0	 | 0.02952	 | 0	 
2004ft	 | 38.386	 | -8.15947	 | Ia	 | IAUC 8427	 | 	 | 2004-10-17	 | ESSENCE (Foley et al.)	 | IAUC 8427	 | ESSENCE J023332.63-080934.1	 | 	 | 0.5	 | 0	 | 	 | 0	 | 0.03713	 | 0	 
2004fu	 | 308.798	 | 64.8071	 | Ia	 | IAUC 8436	 | Ia-norm	 | 2004-11-04	 | Arbour	 | IAUC 8428	 | NGC 6949	 | Sc             HII	 | 0.00921	 | 0.00003	 | 	 | 0	 | 0.38826	 | 0	 
2004fv	 | 270.693	 | -66.4319	 | Ia	 | IAUC 8439	 | 	 | 2004-11-04	 | Monard	 | IAUC 8430	 | NGC 6492	 | SAB(rs)b	 | 0.01448	 | 0.00003	 | 	 | 0	 | 0.06221	 | 0	 
2004fw	 | 133.061	 | 52.8918	 | Ia	 | IAUC 8437	 | 	 | 2004-11-06	 | Puckett, Peoples	 | IAUC 8431	 | UGC 4633	 | SBb            NLAGN	 | 0.01927	 | 0.00004	 | 	 | 0	 | 0.03063	 | 0	 
2004fx	 | 77.7986	 | -9.39211	 | II	 | IAUC 8434	 | 	 | 2004-11-07	 | Lick Observatory Supernova Survey	 | IAUC 8431	 | MCG -02-14-3	 | SB(s)c: sp	 | 0.00892	 | 0.00001	 | 	 | 0	 | 0.10268	 | 0	 
2004fy	 | 175.312	 | 89.0863	 | Ia	 | IAUC 8437	 | 	 | 2004-11-10	 | Puckett, Kerns	 | IAUC 8435	 | MCG +15-1-10	 | 	 | 	 | 0	 | 	 | 0	 | 0.25747	 | 0	 
2004fz	 | 30.2767	 | 31.8789	 | Ia	 | IAUC 8440	 | Ia-norm	 | 2004-11-14	 | Boles; Arbour	 | IAUC 8437	 | NGC 783	 | SBc	 | 0.01731	 | 0.00002	 | 	 | 0	 | 0.06135	 | 0	 
2004G	 | 218.339	 | 4.44708	 | II	 | IAUC 8273	 | 	 | 2004-01-19	 | Kushida	 | IAUC 8272	 | NGC 5668	 | SA(s)d	 | 0.00528	 | 0.00002	 | 	 | 0	 | 0.03271	 | 0	 
2004ga	 | 89.5479	 | -71.6168	 | II	 | IAUC 8439	 | 	 | 2004-09-11	 | Garg, SuperMACHO	 | IAUC 8439	 | 2MASX J05581449-7136580	 | 	 | 0.11	 | 0	 | 	 | 0	 | 0.09263	 | 0	 
2004gb	 | 73.8429	 | -67.5123	 | Ia	 | IAUC 8439	 | 	 | 2004-10-15	 | Garg, SuperMACHO	 | IAUC 8439	 | SM-2004-LMC-0064	 | 	 | 	 | 0	 | 	 | 0	 | 0.12057	 | 0	 
2004gc	 | 80.4581	 | 6.67603	 | Ia	 | IAUC 8449	 | Ia-norm	 | 2004-11-18	 | del Olmo, Martinez, Pedraz, Alises; Trondal, Schwartz	 | IAUC 8442	 | ARP 327	 | Compact Group	 | 0.0307	 | 0	 | 	 | 0	 | 0.20608	 | 0	 
2004gd	 | 107.299	 | 20.6029	 | IIn	 | IAUC 8453	 | 	 | 2004-11-06	 | Lick Observatory Supernova Survey	 | IAUC 8443	 | NGC 2341	 | Sab pec        HII	 | 0.01743	 | 0.00002	 | 	 | 0	 | 0.07213	 | 0	 
2004ge	 | 102.501	 | 25.6339	 | Ic	 | IAUC 8453	 | 	 | 2004-11-17	 | Lick Observatory Supernova Survey	 | IAUC 8443	 | UGC 3555	 | SAB(rs)bc	 | 0.01613	 | 0.00003	 | 	 | 0	 | 0.08757	 | 0	 
2004gf	 | 329.468	 | 42.3161	 | II	 | IAUC 8453	 | 	 | 2004-11-20	 | Boles	 | IAUC 8444	 | UGC 11864	 | SB(s)dm	 | 0.01442	 | 0.00004	 | 	 | 0	 | 0.27852	 | 0	 
2004gg	 | 146.705	 | 16.0457	 | II	 | IAUC 8447	 | 	 | 2004-11-16	 | Lick Observatory Supernova Survey	 | IAUC 8444	 | UGC 5234	 | S(r)c	 | 0.02007	 | 0.00003	 | 	 | 0	 | 0.04871	 | 0	 
2004gh	 | 156.131	 | -23.5551	 | II	 | IAUC 8447	 | 	 | 2004-11-16	 | Lick Observatory Supernova Survey	 | IAUC 8444	 | MCG -04-25-6	 | (R_1)SB(s)0/a  HII	 | 0.01222	 | 0.00012	 | 	 | 0	 | 0.0565	 | 0	 
2004gi	 | 159.847	 | -27.9111	 | Ia	 | IAUC 8447	 | 	 | 2004-11-17	 | Lick Observatory Supernova Survey	 | IAUC 8444	 | MCG -05-25-32	 | SB(rs)bc pec:	 | 0.01082	 | 0.00003	 | 	 | 0	 | 0.0602	 | 0	 
2004gj	 | 172.748	 | 20.4686	 | IIb	 | IAUC 8454	 | 	 | 2004-11-23	 | Lick Observatory Supernova Survey	 | IAUC 8445	 | IC 701	 | SB(rs)dm pec	 | 0.02049	 | 0.00002	 | 	 | 0	 | 0.01637	 | 0	 
2004gk	 | 186.388	 | 12.2611	 | Ic	 | IAUC 8446	 | 	 | 2004-11-25	 | Quimby, Gerardy, Hoeflich, Wheeler	 | IAUC 8446	 | IC 3311	 | Sc (on edge)	 | -0.00041	 | 0.00003	 | 	 | 0	 | 0.02426	 | 0	 
2004gl	 | 132.52	 | 49.2455	 | Ia	 | IAUC 8453	 | 	 | 2004-11-21	 | Boles	 | IAUC 8446	 | MCG +08-16-31	 | 	 | 0.0393	 | 0	 | 	 | 0	 | 0.03248	 | 0	 
2004gm	 | 194.919	 | -14.9673	 | Ia	 | IAUC 8447	 | 	 | 2004-11-30	 | Lick Observatory Supernova Survey	 | IAUC 8447	 | MCG -02-33-80	 | S0-: sp	 | 0.01659	 | 0.00015	 | 	 | 0	 | 0.05717	 | 0	 
2004gn	 | 188.55	 | 2.65956	 | Ic	 | 	 | 	 | 2004-12-01	 | Lick Observatory Supernova Survey	 | IAUC 8448	 | NGC 4527	 | SAB(s)bc;HII   LINER	 | 0.00579	 | 0	 | 	 | 0	 | 0.02293	 | 0	 
2004go	 | 43.924	 | -14.2374	 | Ia	 | IAUC 8450	 | 	 | 2004-11-18	 | Lick Observatory Supernova Survey	 | IAUC 8448	 | IC 270	 | cD;SA0-:	 | 0.02917	 | 0.00008	 | 	 | 0	 | 0.04051	 | 0	 
2004gp	 | 73.4123	 | -68.7841	 | II	 | IAUC 8450	 | 	 | 2004-10-19	 | Garg, SuperMACHO	 | IAUC 8450	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.31692	 | 0	 
2004gq	 | 78.02	 | -15.6817	 | Ib	 | IAUC 8452	 | 	 | 2004-12-11	 | Lick Observatory Supernova Survey; Manzini	 | IAUC 8452	 | NGC 1832	 | SB(r)bc	 | 0.00647	 | 0.00002	 | 	 | 0	 | 0.07297	 | 0	 
2004gr	 | 171.563	 | 27.8685	 | II	 | IAUC 8452	 | 	 | 2004-12-11	 | Lick Observatory Supernova Survey	 | IAUC 8452	 | NGC 3678	 | Sbc	 | 0.02405	 | 0.00004	 | 	 | 0	 | 0.01277	 | 0	 
2004gs	 | 129.597	 | 17.6277	 | Ia	 | IAUC 8453	 | Ia-norm	 | 2004-12-12	 | Lick Observatory Supernova Survey	 | IAUC 8453	 | MCG +03-22-20	 | S0?	 | 0.02664	 | 0.00019	 | 	 | 0	 | 0.03463	 | 0	 
2004gt	 | 180.46	 | -18.8702	 | Ib/c	 | IAUC 8456	 | 	 | 2004-12-12	 | Monard	 | IAUC 8454	 | NGC 4038	 | SB(s)m pec	 | 0.00548	 | 0.00004	 | 	 | 0	 | 0.04631	 | 0	 
2004gu	 | 191.603	 | 11.9489	 | Ia	 | IAUC 8454	 | Ia-norm	 | 2004-12-13	 | Quimby, Gerardy, Hoeflich, Wheeler	 | IAUC 8454	 | FGC 175A	 | 	 | 0.045859	 | 0.000195	 | 	 | 0	 | 0.02436	 | 0	 
2004gv	 | 33.4059	 | -0.718278	 | Ib	 | IAUC 8456	 | 	 | 2004-12-13	 | Chen	 | IAUC 8454	 | NGC 856	 | (R')SA(rs)0/a: BLAGN	 | 0.01993	 | 0.00007	 | 	 | 0	 | 0.03275	 | 0	 
2004gw	 | 77.2017	 | 62.4391	 | Ia	 | IAUC 8465	 | 	 | 2004-12-27	 | Puckett, Ireland	 | IAUC 8459	 | CGCG 283-003	 | Spiral	 | 0.017018	 | 0.00004	 | 	 | 0	 | 0.30454	 | 0	 
2004gx	 | 353.378	 | 24.0186	 | II	 | IAUC 8468	 | 	 | 2004-12-30	 | Rich	 | IAUC 8459	 | UGC 12663	 | S?	 | 0.02656	 | 0.00003	 | 	 | 0	 | 0.06001	 | 0	 
2004gy	 | 195.993	 | 26.2344	 | II	 | CBET 104	 | 	 | 2004-12-28	 | Quimby et al.	 | IAUC 8460	 | SDSS J130358.77+261403.9	 | 	 | 0.0269	 | 0	 | 	 | 0	 | 0.00757	 | 0	 
2004gz	 | 243.44	 | 61.0239	 | Ia	 | IAUC 8468	 | 	 | 2004-12-28	 | Puckett, Cox	 | IAUC 8460	 | MCG +10-23-45	 | 	 | 	 | 0	 | 	 | 0	 | 0.0143	 | 0	 
2004H	 | 173.499	 | 49.0629	 | Ia	 | IAUC 8273	 | 	 | 2004-01-17	 | Lick Observatory Supernova Survey	 | IAUC 8272	 | IC 708	 | E	 | 0.03168	 | 0.00006	 | 	 | 0	 | 0.018	 | 0	 
2004ha	 | 31.1125	 | -4.87944	 | Ia	 | IAUC 8464	 | 	 | 2004-11-06	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J020427.00-045246.0	 | 	 | 0.5	 | 0	 | 	 | 0	 | 0.02678	 | 0	 
2004hb	 | 32.0404	 | -4.69772	 | Ia	 | IAUC 8464	 | 	 | 2004-11-06	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J020809.70-044151.8	 | 	 | 0.7	 | 0	 | 	 | 0	 | 0.02098	 | 0	 
2004hc	 | 351.136	 | -8.68431	 | Ia	 | IAUC 8464	 | 	 | 2004-11-12	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J232432.67-084103.5	 | 	 | 0.7	 | 0	 | 	 | 0	 | 0.04188	 | 0	 
2004hd	 | 32.2009	 | -4.43622	 | Ia	 | IAUC 8464	 | 	 | 2004-11-14	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J020848.21-042610.4	 | 	 | 0.49	 | 0	 | 	 | 0	 | 0.02047	 | 0	 
2004he	 | 37.4533	 | -8.34608	 | Ia	 | IAUC 8464	 | 	 | 2004-11-14	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J022948.79-082045.9	 | 	 | 0.598	 | 0	 | 	 | 0	 | 0.03482	 | 0	 
2004hf	 | 38.0006	 | -8.70661	 | Ia	 | IAUC 8464	 | 	 | 2004-11-16	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J023200.14-084223.8	 | 	 | 0.4	 | 0	 | 	 | 0	 | 0.02867	 | 0	 
2004hg	 | 38.73	 | -8.51211	 | Ia	 | IAUC 8464	 | 	 | 2004-11-16	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J023455.19-083043.6	 | 	 | 0.6	 | 0	 | 	 | 0	 | 0.03145	 | 0	 
2004hh	 | 31.6042	 | -4.63444	 | Ia	 | IAUC 8464	 | 	 | 2004-11-20	 | Blondin, ESSENCE	 | IAUC 8464	 | APMUKS(BJ) B020353.90-045222.0	 | 	 | 0.2	 | 0	 | 	 | 0	 | 0.02475	 | 0	 
2004hi	 | 32.1618	 | -5.13658	 | Ia	 | IAUC 8464	 | 	 | 2004-11-20	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J020838.82-050811.7	 | 	 | 0.4	 | 0	 | 	 | 0	 | 0.02095	 | 0	 
2004hj	 | 37.4247	 | -8.73039	 | Ia	 | IAUC 8464	 | 	 | 2004-11-20	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J022941.93-084349.4	 | 	 | 0.4	 | 0	 | 	 | 0	 | 0.034	 | 0	 
2004hk	 | 351.768	 | -8.64586	 | Ia	 | IAUC 8464	 | 	 | 2004-12-05	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J232704.38-083845.1	 | 	 | 0.3	 | 0	 | 	 | 0	 | 0.02637	 | 0	 
2004hl	 | 18.409	 | -0.460833	 | Ia	 | IAUC 8464	 | 	 | 2004-12-07	 | Blondin, ESSENCE	 | IAUC 8464	 | SDSS J011338.07-002736.6	 | 	 | 0.27	 | 0	 | 	 | 0	 | 0.02922	 | 0	 
2004hm	 | 37.013	 | -7.70825	 | Ia	 | IAUC 8464	 | 	 | 2004-12-07	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J022803.11-074229.7	 | 	 | 0.172	 | 0	 | 	 | 0	 | 0.0306	 | 0	 
2004hn	 | 18.3849	 | 0.620917	 | Ia	 | IAUC 8464	 | 	 | 2004-12-09	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J011332.38+003715.3	 | 	 | 0.6	 | 0	 | 	 | 0	 | 0.02719	 | 0	 
2004ho	 | 31.5668	 | -3.87436	 | II	 | IAUC 8464	 | 	 | 2004-12-09	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J020616.03-035227.7	 | 	 | 0.3	 | 0	 | 	 | 0	 | 0.02292	 | 0	 
2004hp	 | 32.398	 | -3.77319	 | Ia	 | IAUC 8464	 | 	 | 2004-12-09	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J020935.52-034623.5	 | 	 | 0.5	 | 0	 | 	 | 0	 | 0.02244	 | 0	 
2004hq	 | 37.5752	 | -8.37361	 | Ia	 | IAUC 8464	 | 	 | 2004-12-09	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J023018.04-082225.0	 | 	 | 0.7	 | 0	 | 	 | 0	 | 0.04245	 | 0	 
2004hr	 | 17.2014	 | 0.01375	 | Ia	 | IAUC 8464	 | 	 | 2004-12-11	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J010848.33+000049.5	 | 	 | 0.409	 | 0	 | 	 | 0	 | 0.03243	 | 0	 
2004hs	 | 32.3904	 | -4.21778	 | Ia	 | IAUC 8464	 | 	 | 2004-12-13	 | Blondin, ESSENCE	 | IAUC 8464	 | ESSENCE J020933.69-041304.0	 | 	 | 0.4	 | 0	 | 	 | 0	 | 0.02454	 | 0	 
2004ht	 | 16.2028	 | -0.895972	 | II	 | IAUC 8481	 | 	 | 2004-09-22	 | Frieman, SDSS collaboration	 | IAUC 8481	 | 2MASX J01044887-0053415	 | LINER	 | 0.064871	 | 0.000018	 | 	 | 0	 | 0.03079	 | 0	 
2004hu	 | 18.7601	 | 0.261917	 | Ia	 | IAUC 8481	 | 	 | 2004-09-22	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | 2MASX J01150233+0015470	 | Se	 | 0.047726	 | 0.000053	 | 	 | 0	 | 0.03443	 | 0	 
2004hv	 | 357.108	 | 1.06397	 | II	 | IAUC 8481	 | 	 | 2004-09-22	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J234825.95+010350.3	 | 	 | 0.061	 | 0	 | 	 | 0	 | 0.02538	 | 0	 
2004hw	 | 357.822	 | 1.22761	 | Ia	 | IAUC 8481	 | 	 | 2004-09-22	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | APMUKS(BJ) B234843.55+005658.7	 | 	 | 0.06	 | 0	 | 	 | 0	 | 0.02412	 | 0	 
2004hx	 | 40.3025	 | -0.879444	 | II	 | IAUC 8481	 | 	 | 2004-09-22	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J024112.60-005246.0	 | 	 | 0.014	 | 0	 | 	 | 0	 | 0.03385	 | 0	 
2004hy	 | 316.518	 | 1.21583	 | II	 | IAUC 8481	 | 	 | 2004-09-22	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J210604.64+011258.0	 | 	 | 0.058045	 | 0.000094	 | 	 | 0	 | 0.12689	 | 0	 
2004hz	 | 31.2625	 | 0.836639	 | Ia	 | IAUC 8481	 | 	 | 2004-09-24	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J020503.00+005011.9	 | 	 | 0.143	 | 0	 | 	 | 0	 | 0.02291	 | 0	 
2004I	 | 40.8801	 | 0.308528	 | II	 | IAUC 8275	 | 	 | 2004-01-18	 | Lick Observatory Supernova Survey	 | IAUC 8272	 | NGC 1072	 | SB(rs)b:	 | 0.02674	 | 0.00009	 | 	 | 0	 | 0.03752	 | 0	 
2004ia	 | 34.5096	 | -0.559	 | Ia	 | IAUC 8481	 | 	 | 2004-09-22	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | 2MASX J02180205-0033350	 | 	 | 0.1437	 | 0.000046	 | 	 | 0	 | 0.0359	 | 0	 
2004ib	 | 40.235	 | -0.180083	 | Ic	 | IAUC 8481	 | 	 | 2004-10-08	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J024056.33-001044.4	 | 	 | 0.056	 | 0	 | 	 | 0	 | 0.02434	 | 0	 
2004ic	 | 310.2	 | 1.04283	 | II	 | IAUC 8481	 | 	 | 2004-10-10	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | 2MASX J20404861+0102374	 | 	 | 0.093395	 | 0.000128	 | 	 | 0	 | 0.08479	 | 0	 
2004id	 | 1.6235	 | -0.472861	 | Ia	 | IAUC 8481	 | 	 | 2004-10-08	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J000629.64-002822.3	 | 	 | 0.144	 | 0	 | 	 | 0	 | 0.03526	 | 0	 
2004ie	 | 330.444	 | 1.23667	 | Ia	 | IAUC 8481	 | 	 | 2004-10-10	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J220147.09+011412.7	 | 	 | 0.052	 | 0	 | 	 | 0	 | 0.05138	 | 0	 
2004if	 | 339.786	 | -0.865167	 | Ia	 | IAUC 8481	 | 	 | 2004-10-08	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J223908.54-005154.6	 | 	 | 0.322	 | 0	 | 	 | 0	 | 0.04861	 | 0	 
2004ig	 | 1.46579	 | -0.995861	 | Ia	 | IAUC 8481	 | 	 | 2004-10-16	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J000551.97-005946.7	 | 	 | 	 | 0	 | 	 | 0	 | 0.03373	 | 0	 
2004ih	 | 33.9763	 | 1.06942	 | Ia	 | IAUC 8481	 | 	 | 2004-10-16	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J021554.31+010409.9	 | 	 | 0.154	 | 0	 | 	 | 0	 | 0.03546	 | 0	 
2004ii	 | 4.21583	 | -0.415806	 | Ia	 | IAUC 8481	 | 	 | 2004-11-03	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J001653.16-002449.6	 | 	 | 0.197	 | 0	 | 	 | 0	 | 0.02822	 | 0	 
2004ij	 | 20.2981	 | -0.919222	 | Ia	 | IAUC 8481	 | 	 | 2004-11-05	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J012111.54-005509.2	 | 	 | 0.218	 | 0	 | 	 | 0	 | 0.038	 | 0	 
2004ik	 | 26.2313	 | -0.0994722	 | Ia	 | IAUC 8481	 | 	 | 2004-11-05	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J014455.58-000602.1	 | 	 | 0.169	 | 0	 | 	 | 0	 | 0.03096	 | 0	 
2004il	 | 46.7612	 | -0.0111389	 | Ia	 | IAUC 8481	 | 	 | 2004-11-03	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | 2MASX J03070286-0000409	 | 	 | 0.107227	 | 0.00008	 | 	 | 0	 | 0.0711	 | 0	 
2004im	 | 355.782	 | -0.132083	 | Ia	 | IAUC 8481	 | 	 | 2004-11-03	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J234307.78-000755.5	 | 	 | 0.14	 | 0	 | 	 | 0	 | 0.02837	 | 0	 
2004in	 | 22.6086	 | 0.692306	 | Ia	 | IAUC 8481	 | 	 | 2004-11-03	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J013026.36+004135.5	 | 	 | 0.161	 | 0	 | 	 | 0	 | 0.02306	 | 0	 
2004io	 | 320.906	 | -0.466833	 | Ia	 | IAUC 8481	 | 	 | 2004-11-03	 | Frieman, SDSS Collaboration	 | IAUC 8481	 | SDSS J212337.39-002800.6	 | 	 | 	 | 0	 | 	 | 0	 | 0.04181	 | 0	 
2004J	 | 86.6341	 | -17.7814	 | Ia	 | IAUC 8277	 | 	 | 2004-01-19	 | Lick Observatory Supernova Survey	 | IAUC 8272	 | ESO 554-G33	 | Sb:	 | 0.025	 | 0	 | 	 | 0	 | 0.07196	 | 0	 
2004K	 | 215.916	 | -19.4472	 | Ia	 | IAUC 8277	 | 	 | 2004-01-19	 | Lick Observatory Supernova Survey	 | IAUC 8273	 | ESO 579-G22	 | (R)SB(r)a	 | 0.03613	 | 0.00003	 | 	 | 0	 | 0.0969	 | 0	 
2004L	 | 156.767	 | 16.0187	 | Ia	 | IAUC 8277	 | 	 | 2004-01-21	 | Lick Observatory Supernova Survey	 | IAUC 8274	 | MCG +03-27-38	 | S	 | 0.03231	 | 0.00017	 | 	 | 0	 | 0.03374	 | 0	 
2004M	 | 8.99692	 | -74.8006	 | 	 | 	 | 	 | 2004-01-06	 | OGLE-III/NOOS	 | IAUC 8276	 | OGLE J003601.98-744758.9	 | 	 | 	 | 0	 | 	 | 0	 | 0.04087	 | 0	 
