obj_id	 | ra	 | dec	 | type	 | Type Ref	 | ZSNID Subtype	 | Discovery Date	 | Discoverer	 | Discovery Ref	 | Host Name	 | Host Type	 | Galaxy Redshift	 | Galaxy Redshift Error | z | zerr	 | Reddening	 | Reddening Error	 
2012hj	 | 166.83	 | 46.3795	 | Ia	 | CBET 3333	 | 	 | 2012-12-04	 | Boles	 | CBET 3333	 | MCG +08-20-89	 | 	 | 0.024597	 | 0.000171	 | 	 | 0	 | 0.00631	 | 0	 
2012hk	 | 160.314	 | 37.5561	 | IIn	 | CBET 3334	 | 	 | 2012-11-20	 | Balanutsa (MASTER)	 | CBET 3334	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.01412	 | 0	 
2012hl	 | 12.574	 | 24.5312	 | Ia	 | CBET 3335	 | 	 | 2012-12-04	 | Howerton, Drake et al. (Catalina Sky Survey)	 | CBET 3335	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.06234	 | 0	 
2012hm	 | 38.3472	 | 39.6714	 | Ia	 | CBET 3336	 | 	 | 2012-12-07	 | Zhang, Zhou, Chen, Wang	 | CBET 3336	 | VI Zw 214	 | 	 | 0.036248	 | 0.000093	 | 	 | 0	 | 0.05637	 | 0	 
2012hn	 | 100.677	 | -27.4472	 | I?	 | CBET 3337	 | 	 | 2012-04-04	 | Howerton, Drake et al. (Siding Spring Survey)	 | CBET 3337	 | NGC 2272	 | SAB(s)0-	 | 0.007104	 | 0.000032	 | 	 | 0	 | 0.0975	 | 0	 
2012ho	 | 340.071	 | -2.42614	 | IIP	 | CBET 3339	 | 	 | 2012-12-06	 | Itagaki	 | CBET 3338	 | MCG -01-57-21	 | SB(s)bc pec	 | 0.009907	 | 0.000017	 | 	 | 0	 | 0.05237	 | 0	 
2012hp	 | 58.5722	 | 36.5107	 | Ia	 | CBET 3341	 | 	 | 2012-12-09	 | Drake et al (Catalina Sky Survey)	 | CBET 3341	 | UGC 2893	 | SBd	 | 0.019457	 | 0.000017	 | 	 | 0	 | 0.333	 | 0	 
2012hq	 | 31.8771	 | 44.1053	 | Ia	 | CBET 3344	 | 	 | 2012-12-07	 | Wang, Chen, Zhang, Zhou	 | CBET 3344	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.06839	 | 0	 
2012hr	 | 95.4102	 | -59.7141	 | Ia	 | CBET 3346	 | 	 | 2012-12-16	 | Marples	 | CBET 3346	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.04521	 | 0	 
2012hs	 | 147.311	 | -47.9127	 | II	 | CBET 3347	 | 	 | 2012-12-15	 | Cifuentes, Pignata et al. (CHASE)	 | CBET 3347	 | ESO 213-2	 | SA(r)0+ pec	 | 0.006424	 | 0.000018	 | 	 | 0	 | 0.35199	 | 0	 
2012ht	 | 163.345	 | 16.7764	 | Ia	 | CBET 3350	 | 	 | 2012-12-18	 | Nishiyama, Kabashima	 | CBET 3349	 | NGC 3447	 | Mult	 | 0.003559	 | 0	 | 	 | 0	 | 0.0252	 | 0	 
2012hu	 | 345.372	 | 6.89392	 | Ia	 | CBET 3351	 | 	 | 2012-12-11	 | Drake et al. (Mount Lemmon Survey)	 | CBET 3351	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.06281	 | 0	 
2012hv	 | 191.872	 | -43.329	 | II	 | CBET 3352	 | 	 | 2012-12-16	 | Antezana, Pignata et al. (CHASE)	 | CBET 3352	 | NGC 4681	 | SA(s)a	 | 0.011051	 | 0.00014	 | 	 | 0	 | 0.08628	 | 0	 
2012hw	 | 145.408	 | 48.6738	 | IIP	 | CBET 3353	 | 	 | 2012-12-11	 | Howerton, Drake et al. (Catalina Sky Survey)	 | CBET 3353	 | MCG +08-18-23	 | Spiral	 | 0.038054	 | 0.000105	 | 	 | 0	 | 0.01609	 | 0	 
2012hx	 | 75.3745	 | -13.7296	 | Ia	 | CBET 3354	 | 	 | 2012-12-04	 | Drake et al. (Catalina Sky Survey)	 | CBET 3354	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.12309	 | 0	 
2012hy	 | 195.348	 | -30.9414	 | Ia	 | CBET 3355	 | 	 | 2012-11-11	 | Monard	 | CBET 3355	 | NGC 4903	 | SB(rs)c;Sy2    HII	 | 0.016461	 | 0.000033	 | 	 | 0	 | 0.07848	 | 0	 
2012hz	 | 100.925	 | 52.2094	 | Ia	 | CBET 3356	 | 	 | 2012-12-10	 | Drake et al. (Catalina Sky Survey)	 | CBET 3356	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.0774	 | 0	 
2012I	 | 44.616	 | 6.19036	 | Ia	 | CBET 2985	 | 	 | 2012-01-18	 | Drake et al. (Catalina Sky Survey)	 | CBET 2985	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.17376	 | 0	 
2012ia	 | 158.951	 | 39.0078	 | Ia	 | CBET 3358	 | 	 | 2012-12-12	 | Drake et al. (Catalina Sky Survey)	 | CBET 3358	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.01492	 | 0	 
2012ib	 | 225.979	 | 42.1154	 | Ib/c	 | CBET 3359	 | 	 | 2012-12-20	 | Shumkov (MASTER)	 | CBET 3359	 | UGC 9684	 | SBab	 | 0.016872	 | 0.000023	 | 	 | 0	 | 0.02071	 | 0	 
2012ic	 | 48.4738	 | 33.9677	 | Ia	 | CBET 3360	 | 	 | 2012-12-22	 | Li Zhou, Xiaofeng Wang et al. (THU-NAOC Transient Survey)	 | CBET 3360	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.16655	 | 0	 
2012id	 | 70.6714	 | 18.5833	 | Ia	 | CBET 3361	 | 	 | 2012-12-20	 | Koishikawa	 | CBET 3361	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.50105	 | 0	 
2012ie	 | 36.0931	 | 40.8509	 | Ia	 | CBET 3362	 | 	 | 2012-12-23	 | Zhou, Chen, Wang et al. (THU-NAOC Transient Survey)	 | CBET 3362	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.05061	 | 0	 
2012if	 | 169.376	 | 51.4021	 | Ia	 | CBET 3363	 | 	 | 2012-12-20	 | Dimai	 | CBET 3363	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.01621	 | 0	 
2012ig	 | 318.595	 | 15.2446	 | Ia	 | CBET 3364	 | 	 | 2012-12-21	 | Xu, Gao (Xingming Sky Survey)	 | CBET 3364	 | UGC 11706	 | Sbc	 | 0.015798	 | 0.000023	 | 	 | 0	 | 0.12271	 | 0	 
2012ih	 | 104.179	 | 48.9029	 | Ia	 | CBET 3366	 | 	 | 2012-12-10	 | 	 | CBET 3366	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.07564	 | 0	 
2012ii	 | 109.231	 | 51.7632	 | Ia	 | CBET 3369	 | 	 | 2012-12-23	 | Zhou, Chen, Wang,, Zhang (THU-NAOC Transient Survey)	 | CBET 3369	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.07636	 | 0	 
2012ij	 | 175.066	 | 17.4562	 | Ia	 | CBET 3370	 | 	 | 2012-12-29	 | Wang et al. (THU-NAOC Transient Survey)	 | CBET 3370	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.02365	 | 0	 
2012J	 | 224.098	 | -37.605	 | Ib/c	 | CBET 2986	 | 	 | 2012-01-02	 | Monard	 | CBET 2986	 | ESO 386-39	 | SB(s)c: pec	 | 0.009357	 | 0.000029	 | 	 | 0	 | 0.08429	 | 0	 
2012K	 | 8.62829	 | 30.4018	 | II	 | CBET 2987	 | 	 | 2012-01-08	 | Lipunov (MASTER)	 | CBET 2987	 | PGC 002065	 | 	 | 0.0203	 | 0	 | 	 | 0	 | 0.05399	 | 0	 
2012L	 | 119.752	 | 27.1659	 | Ia	 | CBET 2989	 | 	 | 2012-01-13	 | Drake et al. (Catalina Sky Survey)	 | CBET 2989	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.04082	 | 0	 
2012M	 | 224.249	 | 24.5999	 | Ia	 | CBET 2990	 | 	 | 2012-01-20	 | Dimai	 | CBET 2990	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.04766	 | 0	 
2012N	 | 218.936	 | 24.7282	 | Ia	 | CBET 2991	 | 	 | 2012-01-21	 | Newton, Puckett	 | CBET 2991	 | UGC 9396	 | SBa	 | 0.036091	 | 0.000103	 | 	 | 0	 | 0.03443	 | 0	 
2012O	 | 195.167	 | 27.9234	 | Ia	 | CBET 2992	 | 	 | 2012-01-18	 | Zheng, Vinko et al. (ROTSE)	 | CBET 2992	 | NGC 4906	 | E3	 | 0.025087	 | 0.000025	 | 	 | 0	 | 0.00571	 | 0	 
2012P	 | 224.996	 | 1.89011	 | IIb	 | CBET 2993	 | 	 | 2012-01-22	 | Briganti	 | CBET 2993	 | NGC 5806	 | SAB(s)b        NLAGN	 | 0.004533	 | 0.000017	 | 	 | 0	 | 0.04771	 | 0	 
2012Q	 | 101.611	 | -36.8871	 | Ic	 | CBET 2994	 | 	 | 2012-01-14	 | Pignata et al. (CHASE)	 | CBET 2994	 | ESO 366-18	 | S...	 | 0.031669	 | 0.000107	 | 	 | 0	 | 0.14822	 | 0	 
2012R	 | 215.309	 | -36.2196	 | II	 | CBET 2998	 | 	 | 2012-01-05	 | Pignata et al. (CHASE)	 | CBET 2998	 | ESO 385-12	 | S.../Irr	 | 0.012352	 | 0.000033	 | 	 | 0	 | 0.07364	 | 0	 
2012S	 | 27.4487	 | 31.7471	 | IIP	 | CBET 3003	 | 	 | 2012-01-26	 | Drake et al. (Catalina Sky Survey)	 | CBET 3003	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.04533	 | 0	 
2012T	 | 210.424	 | 33.8261	 | Ia-pec	 | CBET 3005	 | 	 | 2012-01-26	 | Kroes, Newton, Puckett	 | CBET 3005	 | NGC 5421	 | 	 | 0.026315	 | 0.00008	 | 	 | 0	 | 0.00797	 | 0	 
2012U	 | 31.518	 | -55.1937	 | Ia	 | CBET 3007	 | 	 | 2012-01-20	 | Marples	 | CBET 3007	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.02655	 | 0	 
2012V	 | 296.793	 | 59.9166	 | Ia	 | CBET 3008	 | 	 | 2012-01-25	 | Cortini	 | CBET 3008	 | NGC 6829	 | Sb	 | 0.010964	 | 0.00004	 | 	 | 0	 | 0.07381	 | 0	 
2012W	 | 12.5373	 | -5.18819	 | II	 | CBET 3009	 | 	 | 2012-01-26	 | Howerton, Drake et al. (Catalina Sky Survey)	 | CBET 3009	 | NGC 268	 | SB(s)bc:       HII	 | 0.018326	 | 0.000013	 | 	 | 0	 | 0.04675	 | 0	 
2012X	 | 172.337	 | 53.0114	 | Ia	 | CBET 3011	 | 	 | 2012-01-29	 | Zheng et al. (ROTSE)	 | CBET 3011	 | SDSS J112920.21+530046.6	 | 	 | 0.101973	 | 0.000088	 | 	 | 0	 | 0.01111	 | 0	 
2012Y	 | 72.616	 | -3.49014	 | IIn	 | CBET 3013	 | 	 | 2012-01-26	 | Howerton, Drake et al. (Catalina Sky Survey)	 | CBET 3013	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.03589	 | 0	 
2012Z	 | 50.5223	 | -15.3877	 | Ia-pec	 | CBET 3014	 | 	 | 2012-01-29	 | Cenko et al. (LOSS)	 | CBET 3014	 | NGC 1309	 | SA(s)bc:       HII	 | 0.007125	 | 0.000013	 | 	 | 0	 | 0.03992	 | 0	 
2013A	 | 35.5177	 | 32.2327	 | Ia	 | CBET 3371	 | 	 | 2013-01-01	 | Gagliano, Newton, Puckett	 | CBET 3371	 | UGC 1825	 | SA(s)c	 | 0.033807	 | 0.000033	 | 	 | 0	 | 0.08726	 | 0	 
2013aa	 | 218.141	 | -44.2244	 | Ia	 | CBET 3416	 | 	 | 2013-02-13	 | Parker	 | CBET 3416	 | NGC 5643	 | SAB(rs)c       Sy2	 | 0.003999	 | 0.000007	 | 	 | 0	 | 0.16983	 | 0	 
2013ab	 | 218.185	 | 9.88675	 | IIP	 | CBET 3421	 | 	 | 2013-02-17	 | Blanchard, Cenko et al. (LOSS)	 | CBET 3422	 | NGC 5669	 | SAB(rs)cd	 | 0.004574	 | 0.000017	 | 	 | 0	 | 0.02067	 | 0	 
2013ac	 | 146.287	 | 58.6687	 | IIP	 | CBET 3424	 | 	 | 2013-02-15	 | Zhang, Wang et al. (THU-NAOC Transient Survey)	 | CBET 3424	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.01442	 | 0	 
2013ad	 | 54.671	 | 10.3076	 | Ia	 | CBET 3425	 | 	 | 2013-02-15	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3425	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.4308	 | 0	 
2013ae	 | 40.4715	 | 43.3997	 | Ia	 | CBET 3426	 | 	 | 2013-02-19	 | Jin, Gao (Xingming Sky Survey)	 | CBET 3426	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.10896	 | 0	 
2013af	 | 138.48	 | 55.7824	 | IIP	 | CBET 3427	 | 	 | 2013-03-01	 | Zhou, Wang et al. (THU-NAOC Transient Survey)	 | CBET 3427	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.03069	 | 0	 
2013ag	 | 192.896	 | 26.6293	 | Ia	 | CBET 3428	 | 	 | 2013-03-03	 | Dhungana et al. (ROTSE)	 | CBET 3428	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.00791	 | 0	 
2013ah	 | 146.141	 | 55.7623	 | Ia	 | CBET 3432	 | 	 | 2013-02-22	 | Zhou, Wang et al. (THU-NAOC Transient Survey)	 | CBET 3430	 | UGC 5201	 | SAB(s)c	 | 0.025441	 | 0.000037	 | 	 | 0	 | 0.01923	 | 0	 
2013ai	 | 94.0765	 | -21.3758	 | II	 | CBET 3431	 | 	 | 2013-03-01	 | Conseil	 | CBET 3431	 | NGC 2207	 | SAB(rs)bc pec	 | 0.009143	 | 0.00005	 | 	 | 0	 | 0.08687	 | 0	 
2013aj	 | 208.503	 | -7.92883	 | Ia	 | CBET 3434	 | 	 | 2013-03-03	 | Cortini	 | CBET 3434	 | NGC 5339	 | SB(rs)a pec	 | 0.009126	 | 0.00001	 | 	 | 0	 | 0.03667	 | 0	 
2013ak	 | 121.778	 | -28.0528	 | II	 | CBET 3437	 | 	 | 2013-03-09	 | Carrasco, Pignata et al. (CHASE)	 | CBET 3437	 | ESO 430-20	 | SAB(s)d?	 | 0.003402	 | 0.000007	 | 	 | 0	 | 0.45733	 | 0	 
2013al	 | 168.725	 | 29.585	 | Ia	 | CBET 3438	 | 	 | 2013-03-03	 | Tanaka et al. (Kiso Supernova Survey)	 | CBET 3438	 | SDSS J111454.06+293508.7	 | Extended Src [SDSS]	 | 0.1321	 | 0	 | 	 | 0	 | 0.0119	 | 0	 
2013am	 | 169.737	 | 13.0637	 | II	 | CBET 3440	 | 	 | 2013-03-21	 | Sugano	 | CBET 3440	 | NGC 3623	 | SAB(rs)a       LINER	 | 0.002692	 | 0.00001	 | 	 | 0	 | 0.02291	 | 0	 
2013an	 | 192.476	 | 6.34461	 | II	 | CBET 3441	 | 	 | 2013-02-05	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3441	 | SDSS J124954.18+062040.1	 | Extended Src [SDSS]	 | 0.014	 | 0	 | 	 | 0	 | 0.02122	 | 0	 
2013ao	 | 176.186	 | -20.5281	 | Ia	 | CBET 3442	 | 	 | 2013-03-04	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3442	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.04009	 | 0	 
2013ap	 | 194.604	 | 12.5981	 | Ia	 | CBET 3443	 | 	 | 2013-02-18	 | Zhou, Wang et al. (THU-NAOC Transient Survey)	 | CBET 3443	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.01944	 | 0	 
2013aq	 | 216.177	 | -3.20858	 | IIP	 | CBET 3444	 | 	 | 2013-03-13	 | Aldous; Parker	 | CBET 3444	 | NGC 5604	 | Sa	 | 0.009166	 | 0.000013	 | 	 | 0	 | 0.06574	 | 0	 
2013ar	 | 129.438	 | 49.4756	 | Ia	 | CBET 3446	 | 	 | 2013-03-14	 | Zhang, Wang et al. (THU-NAOC Transient Survey)	 | CBET 3446	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.03988	 | 0	 
2013as	 | 178.218	 | -18.9889	 | Ia	 | CBET 3447	 | 	 | 2013-03-15	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3447	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.03921	 | 0	 
2013at	 | 282.547	 | 30.3499	 | II	 | CBET 3448	 | 	 | 2013-03-19	 | Shurpakov (MASTER)	 | CBET 3448	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.17205	 | 0	 
2013au	 | 185.309	 | 47.4979	 | Ia	 | CBET 3451	 | 	 | 2013-03-23	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3451	 | SDSS J122114.15+472951.0	 | Extended Src [SDSS]	 | 0.042	 | 0	 | 	 | 0	 | 0.01692	 | 0	 
2013av	 | 184.886	 | 38.0405	 | Ia	 | CBET 3452	 | 	 | 2013-03-01	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3452	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.0153	 | 0	 
2013aw	 | 157.744	 | 20.0814	 | II	 | CBET 3453	 | 	 | 2013-03-11	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3453	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.01603	 | 0	 
2013ax	 | 110.015	 | 55.9301	 | Ia	 | CBET 3455	 | 	 | 2013-03-07	 | Zhou, Wang et al. (THU-NAOC Transient Survey)	 | CBET 3455	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.07976	 | 0	 
2013ay	 | 280.658	 | -64.9371	 | Ia	 | CBET 3456	 | 	 | 2013-03-26	 | Hamuy, Pignata et al. (CHASE)	 | CBET 3456	 | IC 4745	 | Sabpec: sp	 | 0.015728	 | 0.000024	 | 	 | 0	 | 0.07263	 | 0	 
2013az	 | 84.9672	 | -40.5078	 | Ia	 | CBET 3457	 | 	 | 2013-03-24	 | Howerton, Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3457	 | ESO 306-16	 | S?	 | 0.037279	 | 0.00015	 | 	 | 0	 | 0.03179	 | 0	 
2013B	 | 136.003	 | -72.0569	 | Ia	 | CBET 3373	 | 	 | 2013-01-03	 | Parker	 | CBET 3374	 | ESO 60-26	 | Im pec (Ring B)	 | 0.037963	 | 0.00014	 | 	 | 0	 | 0.1045	 | 0	 
2013ba	 | 208.236	 | 21.9394	 | Ia	 | CBET 3465	 | 	 | 2013-04-04	 | Matsumoto, Tominaga, Tanaka et al. (Kiso Supernova Survey)	 | CBET 3465	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.02225	 | 0	 
2013bb	 | 213.058	 | 15.8421	 | IIb	 | CBET 3466	 | 	 | 2013-04-03	 | Howerton, Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3466	 | NGC 5504	 | SAB(s)bc	 | 0.017505	 | 0.000023	 | 	 | 0	 | 0.01072	 | 0	 
2013bc	 | 197.589	 | -7.17336	 | Ia	 | CBET 3468	 | 	 | 2013-03-31	 | Howerton, Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3468	 | IC 4209	 | SB(rs)bc?	 | 0.022466	 | 0.000033	 | 	 | 0	 | 0.04892	 | 0	 
2013bd	 | 235.742	 | -18.3964	 | IIb	 | CBET 3469	 | 	 | 2013-03-17	 | Howerton, Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3469	 | ESO 583-G5	 | SB(rs)bc	 | 0.03385	 | 0.000033	 | 	 | 0	 | 0.14303	 | 0	 
2013be	 | 189.115	 | 11.7578	 | Ia	 | CBET 3470	 | 	 | 2013-04-05	 | Zhang, Wang et al. (THU-NAOC Transient Survey)	 | CBET 3470	 | IC 3573	 | S	 | 0.065846	 | 0.000168	 | 	 | 0	 | 0.03486	 | 0	 
2013bf	 | 134.65	 | 54.3238	 | Ia	 | CBET 3471	 | 	 | 2013-03-28	 | Zhang, Wang et al. (THU-NAOC Transient Survey)	 | CBET 3471	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.02401	 | 0	 
2013bg	 | 155.179	 | -6.44911	 | Ia	 | CBET 3479	 | 	 | 2013-04-04	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3479	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.04173	 | 0	 
2013bh	 | 225.555	 | 10.646	 | Ia-pec	 | CBET 3480	 | 	 | 2013-04-03	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3480	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.02842	 | 0	 
2013bi	 | 276.258	 | 27.5316	 | IIP	 | CBET 3481	 | 	 | 2013-03-24	 | Jin, Gao (Xingming Sky Survey)	 | CBET 3481	 | NGC 6632	 | SA(rs)bc	 | 0.015884	 | 0.000027	 | 	 | 0	 | 0.10828	 | 0	 
2013bj	 | 211.082	 | -7.05192	 | II	 | CBET 3482	 | 	 | 2013-04-04	 | Leonini et al.	 | CBET 3482	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.03032	 | 0	 
2013bk	 | 145.198	 | -5.43664	 | Ic	 | CBET 3483	 | 	 | 2013-04-07	 | Howerton, Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3483	 | IC 553	 | (R')SB(rs)a pec:	 | 0.022059	 | 0.000107	 | 	 | 0	 | 0.04376	 | 0	 
2013bl	 | 131.563	 | 41.5778	 | Ib/c	 | CBET 3484	 | 	 | 2013-04-07	 | Rich, Rosebush, Sawyer	 | CBET 3484	 | UGC 4578	 | Sb	 | 0.030364	 | 0.000162	 | 	 | 0	 | 0.0283	 | 0	 
2013bm	 | 162.111	 | 38.4022	 | II	 | CBET 3487	 | 	 | 2013-04-16	 | Ciabattari, Mazzoni	 | CBET 3487	 | UGC 5910	 | SB(r)b	 | 0.025554	 | 0.000154	 | 	 | 0	 | 0.02336	 | 0	 
2013bn	 | 177.008	 | 54.5774	 | Ic	 | CBET 3489	 | 	 | 2013-04-15	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3489	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.00898	 | 0	 
2013bo	 | 199.372	 | 42.7416	 | Ia	 | CBET 3490	 | 	 | 2013-04-15	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3490	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.01623	 | 0	 
2013bp	 | 184.77	 | 42.415	 | Ia	 | CBET 3491	 | 	 | 2013-04-15	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3491	 | SDSS J121904.85+422453.7	 | Extended Src [SDSS]	 | 0.076	 | 0	 | 	 | 0	 | 0.02006	 | 0	 
2013bq	 | 196.035	 | 43.9021	 | Ia	 | CBET 3492	 | 	 | 2013-04-15	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3492	 | SDSS J130408.44+435407.3	 | Extended Src [SDSS]	 | 0.06	 | 0	 | 	 | 0	 | 0.02045	 | 0	 
2013br	 | 170.379	 | -3.51744	 | II	 | CBET 3493	 | 	 | 2013-04-14	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3493	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.04254	 | 0	 
2013bs	 | 259.342	 | 41.0667	 | Ia	 | CBET 3494	 | 	 | 2013-04-18	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3494	 | NGC 6343	 | 	 | 0.027612	 | 0.000117	 | 	 | 0	 | 0.02857	 | 0	 
2013bt	 | 215.313	 | 61.5711	 | Ia	 | CBET 3497	 | 	 | 2013-04-18	 | Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3497	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.01	 | 0	 
2013bu	 | 339.259	 | 34.4014	 | II	 | CBET 3498	 | 	 | 2013-04-21	 | Itagaki	 | CBET 3498	 | NGC 7331	 | SA(s)b;HII     LINER	 | 0.002722	 | 0.000004	 | 	 | 0	 | 0.09137	 | 0	 
2013bw	 | 161.718	 | -1.39081	 | II	 | CBET 3500	 | 	 | 2013-04-14	 | Howerton, Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3500	 | UGC 5886	 | SBc	 | 0.0383	 | 0.00015	 | 	 | 0	 | 0.03576	 | 0	 
2013bx	 | 191.851	 | 32.5472	 | Ia	 | CBET 3501	 | 	 | 2013-04-09	 | Zhou, Wang et al. (THU-NAOC Transient Survey)	 | CBET 3501	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.01199	 | 0	 
2013by	 | 254.76	 | -60.1949	 | II	 | CBET 3506	 | 	 | 2013-04-23	 | Parker	 | CBET 3506	 | ESO 138-G10	 | SA(s)cd	 | 0.003816	 | 0.000007	 | 	 | 0	 | 0.21986	 | 0	 
2013bz	 | 201.714	 | -10.0256	 | Ia-pec	 | CBET 3507	 | 	 | 2013-04-21	 | Howerton, Drake et al. (Catalina Real-time Transient Survey)	 | CBET 3507	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.04442	 | 0	 
2013C	 | 166.48	 | 72.5223	 | Ia	 | CBET 3375	 | 	 | 2013-01-04	 | Tsuboi	 | CBET 3375	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.04225	 | 0	 
2013ca	 | 179.68	 | 19.1489	 | IIP	 | CBET 3508	 | 	 | 2013-05-01	 | Zhang, Wang et al. (THU-NAOC Transient Survey)	 | CBET 3508	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.02786	 | 0	 
2013cb	 | 173.757	 | 16.1213	 | Ia	 | CBET 3509	 | 	 | 2013-05-01	 | Zhang, Wang et al. (THU-NAOC Transient Survey)	 | CBET 3509	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.04383	 | 0	 
2013cc	 | 85.4948	 | 69.3614	 | II	 | CBET 3512	 | 	 | 2013-04-28	 | Itagaki	 | CBET 3512	 | NGC 1961	 | SAB(rs)c  LIRG;LINER	 | 0.013122	 | 0.000003	 | 	 | 0	 | 0.12403	 | 0	 
2013cd	 | 124.204	 | 60.4912	 | Ia	 | CBET 3514	 | 	 | 2013-04-28	 | Rich et al.	 | CBET 3514	 | UGC 4294	 | S	 | 0.03908	 | 0.0001	 | 	 | 0	 | 0.11909	 | 0	 
2013ce	 | 173.962	 | 34.2841	 | II	 | CBET 3515	 | 	 | 2013-05-01	 | Balanutsa (MASTER-Kislovodsk)	 | CBET 3515	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.01843	 | 0	 
2013cf	 | 173.652	 | 54.8901	 | IIP	 | CBET 3516	 | 	 | 2013-04-29	 | Arbour	 | CBET 3516	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.01275	 | 0	 
2013cg	 | 141.737	 | -24.7832	 | Ia	 | CBET 3517	 | 	 | 2013-05-06	 | Pignata et al. (CHASE)	 | CBET 3517	 | NGC 2891	 | SA0-:	 | 0.007952	 | 0.000053	 | 	 | 0	 | 0.08669	 | 0	 
